x_coordinate,y_coordinate,Azimuth,Elevation,Beam Strength(dB),Beam Number
6.0,1.0,28.711892620018677,57.05568889101783,-21.0,0.0
5.0,7.0,270.0107591620175,75.28471242915474,-25.0,9.0
4.0,4.0,156.40321998056265,70.10376962280695,-24.0,5.0
1.0,4.0,110.8401852806543,6.873321097163041,-30.0,3.0
0.0,7.0,78.44203886862374,4.90318051669285,-25.0,2.0
5.0,5.0,141.9246556233863,9.69473430425349,-29.0,4.0
5.0,3.0,254.0140513810744,3.523298700049653,-28.0,8.0
5.0,3.0,29.346832343685264,47.35497736989948,-28.0,0.0
7.0,2.0,315.1752932072359,53.17631769503011,-26.0,10.0
1.0,3.0,224.58517359228026,40.287698600951096,-20.0,7.0
5.0,1.0,278.9289916076922,67.1835567277952,-30.0,9.0
1.0,2.0,339.79253037275726,27.897299425866457,-29.0,11.0
0.0,0.0,172.12065614375427,44.839595084322475,-23.0,5.0
1.0,4.0,280.18950902428367,83.58126027678918,-28.0,9.0
5.0,2.0,190.96194073481044,53.3279495345257,-23.0,6.0
1.0,6.0,32.99195814275128,23.939793376644285,-29.0,1.0
3.0,3.0,66.4274215098629,51.37060268236115,-26.0,2.0
3.0,0.0,253.89896749003628,66.6455474867887,-29.0,8.0
3.0,5.0,253.43263530242868,81.53033225106368,-21.0,8.0
4.0,4.0,96.99468243640932,2.435218551698094,-21.0,3.0
1.0,1.0,166.04882005104145,26.774877111522066,-21.0,5.0
5.0,3.0,228.7465025926759,54.834985233859314,-20.0,7.0
6.0,7.0,70.98635873983169,50.391556775854355,-29.0,2.0
2.0,5.0,57.00560641912953,86.3294422370479,-24.0,1.0
7.0,7.0,105.8560071520991,17.247427697225223,-28.0,3.0
1.0,7.0,117.7556729447422,42.59308884321354,-30.0,3.0
4.0,5.0,320.09322248669037,35.14049528639783,-25.0,10.0
3.0,6.0,223.12489488699453,54.42399686072145,-28.0,7.0
0.0,4.0,135.81749749428477,87.35153654036172,-24.0,4.0
3.0,3.0,15.186763259586156,82.30879425628714,-23.0,0.0
6.0,4.0,60.723609769895106,48.981698054663916,-21.0,2.0
4.0,7.0,170.50633049412772,76.29839523822551,-24.0,5.0
2.0,5.0,184.00552832153343,15.843460240390183,-26.0,6.0
3.0,1.0,343.51195170939184,31.953792835538238,-24.0,11.0
5.0,1.0,173.15433233795326,9.010516633437135,-22.0,5.0
3.0,7.0,21.650043561809234,11.99049509051058,-23.0,0.0
2.0,2.0,217.34363992633487,70.24819464023716,-26.0,7.0
3.0,0.0,11.244455027932824,6.924024539549249,-20.0,0.0
4.0,7.0,360.7507754360368,37.57254465745943,-28.0,12.0
3.0,1.0,272.80165606054317,42.00293618239529,-28.0,9.0
5.0,0.0,297.53335486782026,22.464573410854733,-29.0,9.0
6.0,6.0,321.7302128491013,0.2910085287858155,-22.0,10.0
1.0,4.0,186.28169032587164,78.24386670741688,-21.0,6.0
6.0,1.0,97.05942605003277,14.980230055245968,-29.0,3.0
1.0,6.0,121.13454314687601,45.493523741432625,-25.0,4.0
2.0,2.0,113.67373582522625,36.194736928698525,-27.0,3.0
7.0,5.0,192.2352264974677,71.63685050105283,-23.0,6.0
0.0,2.0,22.722084015594778,38.56487768869446,-24.0,0.0
3.0,1.0,274.4274177108697,30.815379826893583,-30.0,9.0
2.0,6.0,304.5970758005707,9.946694628860062,-20.0,10.0
4.0,3.0,35.145353067598066,50.55489268359325,-24.0,1.0
6.0,5.0,235.81094760589227,44.2622351101641,-25.0,7.0
6.0,0.0,199.5597848776989,47.886133313449314,-24.0,6.0
2.0,2.0,359.08969436876447,37.518741901912776,-30.0,11.0
1.0,6.0,198.789073695886,37.65049578984733,-22.0,6.0
1.0,7.0,153.77096106502614,46.3183654039573,-28.0,5.0
4.0,0.0,40.843731967214715,31.90370426086032,-21.0,1.0
6.0,6.0,229.04216062689088,51.94749753144632,-21.0,7.0
1.0,7.0,154.15206676181677,81.13198030937943,-26.0,5.0
3.0,2.0,15.871843515072406,75.41024220027529,-28.0,0.0
3.0,6.0,348.8646571570174,8.536185706507098,-25.0,11.0
1.0,5.0,200.56204755023793,50.12353469950882,-25.0,6.0
6.0,3.0,15.36915508670818,47.780530285337285,-28.0,0.0
3.0,1.0,47.96146222497643,69.5404217839726,-29.0,1.0
2.0,6.0,161.92696694414246,9.398065823756633,-29.0,5.0
2.0,1.0,239.82441038838633,23.52500065175714,-23.0,7.0
5.0,2.0,85.50367160684543,61.517105239682614,-24.0,2.0
0.0,4.0,260.22795166049366,21.857369675552174,-22.0,8.0
6.0,7.0,93.51172018125861,27.831364396858042,-23.0,3.0
6.0,4.0,134.58407381066976,50.18885107849911,-27.0,4.0
3.0,5.0,332.34885220623005,78.60386988905663,-28.0,11.0
2.0,1.0,205.95707231309643,68.05709449919797,-26.0,6.0
6.0,6.0,46.93252034496216,56.717853685319696,-22.0,1.0
1.0,2.0,343.65981940570504,32.36599805169304,-28.0,11.0
7.0,3.0,92.39769127338279,81.20587995770117,-20.0,3.0
0.0,5.0,241.96107540956018,86.70949125498858,-30.0,8.0
4.0,7.0,117.46127391374016,2.4848798362746924,-29.0,3.0
0.0,1.0,16.608232383410062,61.34673940338277,-23.0,0.0
7.0,3.0,309.9139878636001,54.50607299513389,-20.0,10.0
3.0,6.0,327.04871087660626,22.861825903554763,-28.0,10.0
4.0,1.0,24.75881175575098,7.811725174812142,-20.0,0.0
7.0,4.0,259.4209649471891,29.765881213920984,-26.0,8.0
4.0,2.0,266.58034472907013,85.07837310801771,-28.0,8.0
5.0,6.0,188.0055499996444,16.651249126525542,-22.0,6.0
2.0,0.0,309.3351432268307,50.41070327577703,-30.0,10.0
6.0,1.0,307.75161519073254,17.311938163514434,-22.0,10.0
3.0,2.0,152.6310475378938,7.474942524421133,-29.0,5.0
6.0,2.0,272.966268643546,62.772679164916376,-25.0,9.0
3.0,5.0,93.37753599900964,60.26162349867321,-24.0,3.0
6.0,5.0,213.23399566590103,23.630898135041228,-24.0,7.0
7.0,7.0,60.58597815491222,58.70807761204223,-29.0,2.0
7.0,7.0,89.25720287164901,76.29695997793101,-27.0,2.0
3.0,6.0,217.7039276472576,19.866500592794708,-27.0,7.0
4.0,0.0,58.800554898562964,58.46891606598317,-27.0,1.0
5.0,7.0,248.1301561732705,0.1560087805220023,-25.0,8.0
4.0,4.0,205.41911802591898,87.11477318169602,-28.0,6.0
2.0,7.0,93.23250863529715,74.79173983904654,-28.0,3.0
3.0,3.0,30.342195554620343,38.97116584459842,-30.0,1.0
7.0,6.0,2.95682645806903,73.4634259635255,-24.0,0.0
4.0,4.0,174.40434524202377,52.60747221022972,-29.0,5.0
6.0,5.0,122.93172857354234,75.75392957861317,-23.0,4.0
3.0,6.0,336.76025142873107,40.0711710055525,-20.0,11.0
3.0,4.0,197.95520037803914,47.097823622885414,-29.0,6.0
0.0,7.0,258.1727735349535,55.962365929520594,-29.0,8.0
0.0,1.0,274.5033395547997,53.987987183004996,-30.0,9.0
6.0,2.0,152.96778046316513,55.552398906802594,-24.0,5.0
3.0,7.0,202.88431769990746,8.67539949848574,-29.0,6.0
1.0,3.0,14.197950262621507,68.23623863485611,-23.0,0.0
5.0,5.0,297.6676490641364,48.33925924665019,-27.0,9.0
2.0,7.0,164.51761103369768,32.470203535467846,-28.0,5.0
4.0,1.0,90.12793451405092,10.408167311233017,-27.0,3.0
2.0,5.0,180.84025054610186,25.462955133711002,-22.0,6.0
6.0,0.0,278.3246704687695,33.188367448903946,-27.0,9.0
2.0,0.0,185.38355517439746,15.893489647903865,-25.0,6.0
4.0,5.0,174.95750451263902,89.17106131692269,-20.0,5.0
2.0,5.0,161.89176074672898,51.583625543245006,-26.0,5.0
0.0,6.0,46.73569560107536,55.36845850309112,-29.0,1.0
6.0,5.0,247.40078164115934,32.487505628856965,-24.0,8.0
6.0,5.0,274.4705114568321,10.823432066786049,-26.0,9.0
1.0,7.0,303.13844089823124,6.122097487147483,-23.0,10.0
0.0,5.0,47.53067733073218,13.765215012683678,-22.0,1.0
6.0,0.0,25.63776152977669,59.46563490737144,-22.0,0.0
5.0,0.0,204.79145309070086,23.311891379421102,-25.0,6.0
6.0,5.0,59.6086978448594,81.75162896707684,-28.0,1.0
4.0,6.0,85.20915248661218,13.071225306566173,-29.0,2.0
2.0,3.0,234.1425100848852,48.49241974948731,-21.0,7.0
3.0,5.0,193.40972576246094,86.92484789481567,-23.0,6.0
3.0,2.0,92.29287972385708,59.12538809047197,-29.0,3.0
4.0,0.0,208.45981463922251,9.589661691288091,-25.0,6.0
1.0,1.0,156.09224937011604,20.183769449295507,-29.0,5.0
3.0,2.0,136.34034432922283,58.05252628070936,-23.0,4.0
1.0,2.0,311.9862569829932,52.50206835562141,-25.0,10.0
6.0,0.0,32.15018369341235,18.343622717010433,-30.0,1.0
7.0,5.0,228.16455951283325,69.07790005341049,-29.0,7.0
6.0,2.0,331.6150683184872,26.212449633620274,-20.0,11.0
1.0,6.0,153.28100234055347,75.3154169486246,-25.0,5.0
4.0,2.0,263.9663403914094,86.68446999972343,-28.0,8.0
6.0,0.0,130.63101238339203,69.76334328490766,-20.0,4.0
4.0,0.0,121.94430286121828,64.81485939270488,-30.0,4.0
7.0,7.0,238.16078829552936,32.92528108721063,-23.0,7.0
4.0,6.0,338.98754532146756,5.510637818143777,-23.0,11.0
1.0,7.0,115.16474273362375,1.2702932935697375,-24.0,3.0
6.0,4.0,99.3489225695293,36.26237099409994,-24.0,3.0
4.0,6.0,64.88391528902385,29.40067289627214,-30.0,2.0
6.0,1.0,26.017862957625866,9.304965684990954,-29.0,0.0
6.0,1.0,286.51830171065455,60.878554058062406,-29.0,9.0
5.0,3.0,6.769905446147025,70.50244571514266,-20.0,0.0
5.0,0.0,318.6915187499902,85.36774435903388,-30.0,10.0
0.0,6.0,339.7974498463201,55.43914376691164,-23.0,11.0
5.0,2.0,110.16462033022304,37.22422351349504,-28.0,3.0
6.0,4.0,302.01587090378507,6.828079577065345,-20.0,10.0
3.0,2.0,273.63295305908645,6.398375622722145,-23.0,9.0
4.0,4.0,260.0942993790359,23.907357364544822,-20.0,8.0
1.0,5.0,230.91180996441662,55.19680161903015,-20.0,7.0
7.0,4.0,129.06099610914066,59.59915715147679,-27.0,4.0
6.0,4.0,127.73917310111335,6.298125148302674,-26.0,4.0
6.0,3.0,274.2370405979274,64.11714303217012,-20.0,9.0
0.0,7.0,208.3136105857062,77.50299395346994,-20.0,6.0
0.0,1.0,206.38148531599148,36.32312020303239,-26.0,6.0
5.0,4.0,292.33022437595037,59.42694642206842,-23.0,9.0
4.0,7.0,311.1787383952709,42.19258196238652,-22.0,10.0
5.0,0.0,313.9931783637545,44.26588621581903,-26.0,10.0
5.0,3.0,252.93937536673502,0.6315818689229413,-21.0,8.0
7.0,1.0,50.58983956079323,17.169037982407975,-23.0,1.0
4.0,0.0,216.99879843816447,24.417741776755427,-25.0,7.0
0.0,6.0,351.8278114559118,17.268943016612496,-22.0,11.0
6.0,2.0,95.98629051468258,51.47442510320602,-28.0,3.0
5.0,5.0,156.24180429850134,52.271815493559735,-26.0,5.0
5.0,1.0,14.316089642493147,66.32965994243398,-22.0,0.0
5.0,7.0,336.9610798450228,40.66184900988437,-23.0,11.0
6.0,7.0,13.854627293362988,29.870302180037584,-23.0,0.0
3.0,2.0,162.34364246673698,57.05490155481927,-23.0,5.0
6.0,7.0,233.2102850058967,84.01703292531137,-22.0,7.0
7.0,7.0,129.02118790491082,85.21287544098047,-29.0,4.0
2.0,0.0,65.75760037647842,71.26678317842767,-27.0,2.0
7.0,0.0,230.6621632988627,41.23254998610846,-27.0,7.0
0.0,4.0,98.81901030737288,18.218826489396417,-26.0,3.0
3.0,4.0,42.649112992244696,83.52463116485549,-21.0,1.0
4.0,4.0,342.59090681585315,60.727115353038975,-23.0,11.0
6.0,0.0,2.9453826721778316,1.2472308324011794,-26.0,0.0
0.0,7.0,41.40034658967089,78.95628677362323,-23.0,1.0
3.0,0.0,112.86934832426047,55.31813677385424,-23.0,3.0
0.0,6.0,281.8811829628609,47.906431708410494,-25.0,9.0
2.0,1.0,61.25775690408045,21.62983871111131,-24.0,2.0
2.0,5.0,311.2322762828541,37.863062700495995,-29.0,10.0
0.0,7.0,63.54628295964972,15.358484012113943,-22.0,2.0
1.0,0.0,282.53983387321585,31.03482081192923,-24.0,9.0
1.0,6.0,68.5010511732922,21.336049977406052,-26.0,2.0
4.0,0.0,238.75308763700326,9.601367166634265,-28.0,7.0
0.0,2.0,299.8965996201707,2.507211526704899,-30.0,9.0
7.0,1.0,150.84949839440404,23.402275443918228,-20.0,5.0
3.0,7.0,182.5402499301652,40.50649526305816,-25.0,6.0
1.0,1.0,295.6240957851107,79.65221011099352,-29.0,9.0
3.0,5.0,224.4749218362523,70.39925321469005,-29.0,7.0
1.0,2.0,103.35297283003126,3.1168746568980286,-25.0,3.0
0.0,6.0,82.20582852040991,89.81310283108193,-22.0,2.0
2.0,4.0,141.26511344766584,69.4980638823719,-24.0,4.0
6.0,4.0,224.99387134472784,14.722927577940961,-26.0,7.0
3.0,4.0,80.66766998497073,4.970239404703217,-30.0,2.0
3.0,6.0,321.9371152461864,62.96772571382808,-30.0,10.0
2.0,7.0,58.59371450610331,86.68562886547637,-26.0,1.0
5.0,7.0,194.94134457797222,46.57557681874397,-24.0,6.0
0.0,5.0,145.84809466468084,79.05000592837806,-25.0,4.0
3.0,4.0,135.68941212439952,26.409600801340506,-29.0,4.0
5.0,1.0,227.28577129660994,41.73026885156163,-23.0,7.0
7.0,5.0,237.65186586795048,42.014333661368084,-29.0,7.0
6.0,5.0,187.2991594688531,11.238958979803188,-20.0,6.0
0.0,2.0,287.2634109465303,48.84697010657043,-22.0,9.0
7.0,7.0,5.278062567521981,30.7393218311974,-28.0,0.0
1.0,4.0,178.38772767538856,65.9365633957687,-29.0,5.0
5.0,3.0,171.86550956349618,87.64531326918305,-22.0,5.0
6.0,1.0,202.82868128638412,22.659536847387077,-21.0,6.0
6.0,5.0,52.15293621732432,38.01654425080909,-25.0,1.0
0.0,6.0,117.86090724495044,79.29656672449622,-22.0,3.0
2.0,5.0,355.1506908635829,4.2531827448506565,-30.0,11.0
6.0,7.0,85.66207423645673,64.34544636392202,-29.0,2.0
4.0,7.0,135.13685234257545,59.50898808612043,-22.0,4.0
1.0,3.0,85.38543685105799,53.90950212219298,-27.0,2.0
1.0,4.0,176.7787708189934,35.87833404086509,-27.0,5.0
3.0,2.0,5.9805993396326915,75.26355485295743,-23.0,0.0
0.0,7.0,330.9945078309632,77.5257557636251,-25.0,11.0
4.0,6.0,76.02760318765546,15.984064768373383,-28.0,2.0
5.0,4.0,328.02197578450983,50.348970626083585,-30.0,10.0
6.0,5.0,68.39653835056197,76.80113374682236,-25.0,2.0
6.0,2.0,320.9574391356277,77.62579458410235,-26.0,10.0
3.0,3.0,307.1894309719572,53.72334739590554,-23.0,10.0
7.0,1.0,117.75583201738333,50.559132069863594,-21.0,3.0
6.0,7.0,273.1917974529871,40.59767050808474,-25.0,9.0
7.0,1.0,269.66503682133816,39.17909046725336,-21.0,8.0
6.0,5.0,253.33162864995305,62.869302678343935,-24.0,8.0
0.0,2.0,257.68377315239707,71.74043568731733,-29.0,8.0
7.0,0.0,69.73511222311643,71.25669731197796,-22.0,2.0
3.0,2.0,80.0620124364266,65.93442760816973,-25.0,2.0
3.0,2.0,123.66957595030347,75.31693313963306,-24.0,4.0
0.0,3.0,211.0716896962293,10.539350753856038,-22.0,7.0
5.0,0.0,198.96956836180595,23.28570891162428,-27.0,6.0
2.0,0.0,77.50570478978563,79.80966864205834,-23.0,2.0
5.0,7.0,88.3741387171298,80.90275714298123,-30.0,2.0
7.0,3.0,32.29267777135799,42.3877028682258,-26.0,1.0
4.0,2.0,161.5713509820134,23.838728537701588,-24.0,5.0
1.0,0.0,128.07883498446554,71.72909793471437,-27.0,4.0
3.0,4.0,323.07929271183065,27.255793779263147,-26.0,10.0
4.0,6.0,93.3567180270503,42.855474208190785,-23.0,3.0
6.0,6.0,96.01256165163399,14.391737184996531,-25.0,3.0
5.0,5.0,200.72104978077877,11.225812885321691,-21.0,6.0
0.0,7.0,268.9610215085205,54.0062543257488,-25.0,8.0
6.0,0.0,189.51204880302586,70.28915472076206,-27.0,6.0
0.0,3.0,314.6797590658035,39.671729257291325,-22.0,10.0
5.0,7.0,192.12507794982128,63.50812496379001,-30.0,6.0
0.0,7.0,222.1454998402412,45.95470813793016,-23.0,7.0
2.0,7.0,281.2064063150066,9.924502378572948,-23.0,9.0
0.0,7.0,1.5210764971113608,49.61481324879518,-24.0,0.0
4.0,1.0,124.66765495742678,38.06097804991819,-25.0,4.0
3.0,7.0,348.7615378935996,28.644839372631232,-22.0,11.0
6.0,2.0,206.18914891084634,4.6488364187017535,-27.0,6.0
4.0,6.0,101.387311713613,62.868021203178195,-26.0,3.0
3.0,6.0,360.3661949222046,73.98160506866473,-30.0,12.0
0.0,7.0,59.065415515950896,80.4889251477604,-28.0,1.0
4.0,6.0,17.026997317699784,43.570953930868484,-27.0,0.0
0.0,7.0,280.5234725793135,66.92971272277643,-22.0,9.0
5.0,2.0,8.290465064508735,0.030437678753376662,-22.0,0.0
4.0,1.0,342.1302027672186,48.65537486381801,-26.0,11.0
2.0,1.0,188.6419560583929,50.64806718107972,-26.0,6.0
2.0,1.0,127.03795566391165,43.708024208521365,-30.0,4.0
1.0,2.0,83.19868751805012,85.5387245801168,-29.0,2.0
0.0,7.0,305.75150891096223,70.64604142039376,-30.0,10.0
1.0,0.0,180.91244083821238,37.4130135782375,-29.0,6.0
0.0,0.0,15.015411532167304,14.360895394017321,-27.0,0.0
2.0,2.0,360.0889301388306,28.068061778075002,-22.0,12.0
0.0,2.0,249.36818829753452,39.217192337884306,-30.0,8.0
5.0,5.0,62.33116650533547,42.11211133325585,-28.0,2.0
2.0,2.0,132.61255824582562,87.18677662220011,-24.0,4.0
3.0,5.0,157.8705565897223,38.42478041952218,-23.0,5.0
0.0,6.0,313.9932563951305,26.0030544233821,-27.0,10.0
6.0,7.0,13.432986601074683,67.20960886141928,-28.0,0.0
7.0,6.0,322.3293334584179,66.03549489093609,-23.0,10.0
4.0,2.0,238.89061970832162,11.685154846876703,-23.0,7.0
6.0,1.0,264.6736244920737,0.04268656593836684,-28.0,8.0
4.0,0.0,170.22244072614436,14.851866226524889,-22.0,5.0
3.0,1.0,132.80609537057757,13.008466276069631,-30.0,4.0
0.0,7.0,157.74198407790112,2.1311872442453805,-24.0,5.0
7.0,2.0,328.23309639120225,60.87142663789092,-24.0,10.0
2.0,5.0,207.26889439626547,38.04255371701536,-29.0,6.0
3.0,2.0,69.58089026078403,68.0437416649846,-28.0,2.0
3.0,6.0,117.85593655626685,28.330721623216945,-28.0,3.0
2.0,6.0,15.82783693501495,8.416489906113645,-29.0,0.0
5.0,0.0,224.31953050615763,81.58949044844948,-26.0,7.0
4.0,0.0,281.23631775117553,25.31926037226593,-26.0,9.0
0.0,2.0,234.28045649378564,55.84447563109236,-29.0,7.0
2.0,2.0,297.77517854546863,74.63482392623486,-27.0,9.0
1.0,1.0,39.52973903383623,20.218619039045784,-28.0,1.0
5.0,2.0,58.69189823672203,12.960941119422785,-22.0,1.0
1.0,5.0,145.58090993772947,77.77211840901377,-21.0,4.0
2.0,5.0,169.33809603516323,0.40509695506280363,-21.0,5.0
3.0,0.0,4.3851541794181,12.99203613562944,-27.0,0.0
5.0,0.0,86.91700864860107,34.578694890266206,-22.0,2.0
3.0,7.0,341.9350570454947,30.57513380144115,-21.0,11.0
0.0,5.0,203.11865325980364,31.633687946428026,-22.0,6.0
7.0,5.0,303.10597930775884,86.29567954254037,-30.0,10.0
4.0,7.0,48.75409781426798,23.595904896442025,-25.0,1.0
6.0,6.0,13.703599153683369,20.971514413912853,-25.0,0.0
5.0,5.0,179.26570626460224,76.99538720517135,-23.0,5.0
3.0,7.0,2.7448135270534273,8.152722492089243,-21.0,0.0
6.0,1.0,330.16079128251585,46.21547288095471,-21.0,11.0
3.0,3.0,8.001896813230195,71.78784422600572,-25.0,0.0
4.0,4.0,359.14803406335574,17.543197834400182,-25.0,11.0
5.0,6.0,329.40836932746146,77.39703054008943,-25.0,10.0
4.0,1.0,285.3289683355843,0.4431817437743246,-27.0,9.0
0.0,1.0,359.4014413750321,0.15601162403378832,-25.0,11.0
3.0,3.0,284.15762907542245,57.495037035358216,-23.0,9.0
4.0,7.0,327.5485968680243,33.71662540016787,-26.0,10.0
0.0,6.0,275.0242910056726,27.936837765160025,-29.0,9.0
2.0,1.0,84.77910209535214,64.68323998512362,-26.0,2.0
3.0,3.0,167.74522530635852,58.53981841339911,-23.0,5.0
2.0,4.0,201.48581273140488,64.85858961378965,-26.0,6.0
6.0,7.0,121.0619986292855,75.43280930929916,-22.0,4.0
2.0,2.0,281.4730335962843,3.992314691184564,-21.0,9.0
4.0,4.0,129.89394294202472,13.137924039329604,-23.0,4.0
1.0,2.0,13.623319148551024,57.39209085633144,-22.0,0.0
7.0,1.0,195.06237794705564,41.9226117834247,-20.0,6.0
0.0,2.0,136.81322582180877,61.98293532680701,-20.0,4.0
2.0,6.0,197.78264647996622,21.758163308404146,-20.0,6.0
2.0,3.0,354.51778055466156,51.77112510071486,-28.0,11.0
1.0,6.0,261.14223150526135,46.59746050159929,-28.0,8.0
3.0,6.0,204.83073446492693,44.8501085699172,-28.0,6.0
3.0,6.0,276.1002354592205,44.48125665584605,-30.0,9.0
6.0,1.0,174.9185923288671,88.24851188294663,-28.0,5.0
5.0,7.0,338.0457464465525,81.46540978907423,-22.0,11.0
3.0,4.0,168.02006562706333,72.86277981449552,-22.0,5.0
4.0,5.0,79.87011736527921,17.04942699215949,-21.0,2.0
3.0,1.0,195.99195113065653,56.3334317852039,-20.0,6.0
2.0,6.0,142.25235264734908,78.15047992776162,-28.0,4.0
1.0,6.0,49.55498367389682,26.051050649139913,-22.0,1.0
3.0,1.0,296.9511713803069,61.41281790730628,-22.0,9.0
3.0,0.0,99.68404538594507,5.053950115284528,-22.0,3.0
1.0,1.0,165.12283843915944,81.86348162799223,-20.0,5.0
3.0,0.0,128.73949685118563,77.51785481215816,-20.0,4.0
0.0,4.0,107.06036535025508,27.99236725221069,-29.0,3.0
7.0,0.0,27.032221819941544,63.82079207136562,-28.0,0.0
3.0,6.0,151.8879955499648,14.329809005314637,-23.0,5.0
7.0,4.0,160.921687031673,16.993628806139,-23.0,5.0
5.0,2.0,342.5654918839403,19.280738043424474,-25.0,11.0
3.0,0.0,196.34304640585327,3.745072007493672,-21.0,6.0
0.0,1.0,32.38000079567208,42.55630099080085,-28.0,1.0
7.0,4.0,60.594237274381584,39.554201155921355,-21.0,2.0
3.0,5.0,133.51396356525592,2.174888747332692,-30.0,4.0
3.0,3.0,58.747684304437605,76.16104522067944,-30.0,1.0
6.0,6.0,158.18062508389758,29.36869837081101,-27.0,5.0
0.0,4.0,357.25384996388743,60.599892945710856,-25.0,11.0
1.0,0.0,245.7581019802446,62.53720932249735,-20.0,8.0
7.0,3.0,161.45803224995313,15.337166666900227,-21.0,5.0
7.0,0.0,291.2945792374296,12.977921725699769,-20.0,9.0
0.0,3.0,239.21286983502745,57.05258700064457,-22.0,7.0
0.0,7.0,291.1275682953092,88.27408274042944,-21.0,9.0
7.0,5.0,157.630095707198,62.20811901197164,-29.0,5.0
0.0,3.0,118.29907859521482,57.466314482762684,-22.0,3.0
1.0,2.0,179.2767056684089,53.124428724451995,-22.0,5.0
7.0,1.0,203.9580556221823,43.67587824707202,-27.0,6.0
0.0,3.0,255.16961342577656,11.562950289903014,-22.0,8.0
2.0,0.0,318.0988556225895,83.31673760892909,-21.0,10.0
2.0,5.0,248.58449361628573,60.1182159853189,-21.0,8.0
2.0,3.0,310.1256886238062,9.92139028109198,-24.0,10.0
3.0,4.0,121.30085261692315,68.31025808296275,-22.0,4.0
0.0,3.0,257.0052716780892,1.367035692937758,-30.0,8.0
1.0,5.0,161.89075181082285,61.983966581313595,-28.0,5.0
0.0,2.0,108.56891720490985,26.780146922694783,-24.0,3.0
4.0,5.0,109.57604416871575,55.358405651102004,-23.0,3.0
1.0,4.0,202.9007441971324,0.3074403374539425,-24.0,6.0
1.0,4.0,122.7252488166774,48.88388562424246,-29.0,4.0
